-0.00520000,0.01956947
0.00000000,0.14677103
0.00520000,-0.22504891
0.01040000,-0.11741682
0.01560000,-0.02935421
0.02080000,0.06849315
0.02600000,-0.09784736
0.03120000,-0.12720156
0.03640000,-0.05870841
0.04160000,0.02935421
0.04680000,0.00978474
0.05200000,0.0
0.05719999,-0.1369863
0.06239999,-0.04892368
0.06759999,0.11741682
0.07279999,0.18590997
0.07799999,0.00978474
0.08319999,-0.08806262
0.08839999,-0.12720156
0.09359999,0.10763209
0.09879999,0.04892368
0.10399999,-0.04892368
0.10919999,-0.03913894
0.11439999,-0.10763209
0.11959999,0.02935421
0.12479999,0.10763209
0.12999999,-0.02935421
0.13519999,0.0
0.14039999,-0.03913894
0.14559999,-0.09784736
0.15079999,-0.00978474
0.15599999,-0.07827789
0.16119999,-0.03913894
0.16639999,0.04892368
0.17159998,0.02935421
0.17679998,-0.02935421
0.18199998,-0.05870841
0.18719998,-0.04892368
0.19239998,0.11741682
0.19759998,0.11741682
0.20279998,-0.04892368
0.20799998,-0.17612524
0.21319998,-0.1369863
0.21839998,0.09784736
0.22359998,0.06849315
0.22879998,-0.00978474
0.23399998,-0.00978474
0.23919998,-0.04892368
0.24439998,0.05870841
0.24959998,0.06849315
0.25479998,0.01956947
0.25999998,-0.03913894
0.26519998,-0.04892368
0.27039998,-0.00978474
0.27559998,0.03913894
0.28079998,-0.04892368
0.28599997,0.03913894
0.29119997,0.05870841
0.29639997,-0.08806262
0.30159997,-0.01956947
0.30679997,-0.12720156
0.31199997,-0.11741682
0.31719997,0.05870841
0.32239997,0.03913894
0.32759997,-0.11741682
0.33279997,0.03913894
0.33799997,0.04892368
0.34319997,-0.00978474
0.34839997,0.02935421
0.35359997,-0.05870841
0.35879997,0.01956947
0.36399997,0.01956947
0.36919997,0.04892368
0.37439997,-0.09784736
0.37959997,-0.09784736
0.38479997,-0.12720156
0.38999997,-0.00978474
0.39519997,-0.09784736
0.40039996,0.03913894
0.40559996,-0.20547944
0.41079996,-0.17612524
0.41599996,0.01956947
0.42119996,0.10763209
0.42639996,0.03913894
0.43159996,-0.11741682
0.43679996,-0.18590997
0.44199996,0.03913894
0.44719996,0.08806262
0.45239996,-0.01956947
0.45759996,-0.11741682
0.46279996,-0.07827789
0.46799996,0.00978474
0.47319996,0.02935421
0.47839996,-0.03913894
0.48359996,-0.00978474
0.48879996,0.05870841
0.49399996,0.01956947
0.49919996,-0.01956947
0.50439996,-0.14677103
0.50959996,-0.1369863
0.51479995,-0.06849315
0.51999995,-0.01956947
0.52519995,0.08806262
0.53039995,-0.09784736
0.53559995,-0.02935421
0.54079995,0.02935421
0.54599995,0.08806262
0.55119995,-0.03913894
0.55639995,0.00978474
0.56159995,-0.1369863
0.56679995,0.02935421
0.57199995,-0.02935421
0.57719995,-0.01956947
0.58239995,-0.10763209
0.58759995,-0.08806262
0.59279995,0.0
0.59799995,0.03913894
0.60319995,-0.10763209
0.60839995,-0.34246573
0.61359995,-0.15655577
0.61879995,0.08806262
0.62399995,0.14677103
0.62919994,-0.07827789
0.63439994,-0.11741682
0.63959994,-0.07827789
0.64479994,0.06849315
0.64999994,-0.08806262
0.65519994,-0.09784736
0.66039994,-0.1369863
0.66559994,-0.00978474
0.67079994,0.04892368
0.67599994,-0.00978474
0.68119994,-0.06849315
0.68639994,-0.00978474
0.69159994,0.01956947
0.69679994,0.00978474
0.70199994,0.0
0.70719994,-0.11741682
0.71239994,-0.12720156
0.71759994,0.01956947
0.72279994,0.03913894
0.72799994,0.03913894
0.73319994,-0.05870841
0.73839993,-0.07827789
0.74359993,0.04892368
0.74879993,-0.00978474
0.75399993,-0.17612524
0.75919993,-0.10763209
0.76439993,-0.01956947
0.76959993,-0.02935421
0.77479993,0.02935421
0.77999993,-0.01956947
0.78519993,0.01956947
0.79039993,0.03913894
0.79559993,0.06849315
0.80079993,0.0
0.80599993,-0.23483364
0.81119993,-0.08806262
0.81639993,-0.03913894
0.82159993,0.19569471
0.82679993,0.05870841
0.83199993,-0.20547944
0.83719993,-0.03913894
0.84239993,0.10763209
0.84759993,0.02935421
0.85279992,-0.10763209
0.85799992,-0.11741682
0.86319992,-0.10763209
0.86839992,0.06849315
0.87359992,0.02935421
0.87879992,-0.01956947
0.88399992,-0.14677103
0.88919992,-0.19569471
0.89439992,-0.00978474
0.89959992,0.1369863
0.90479992,-0.22504891
0.90999992,-0.10763209
0.91519992,-0.00978474
0.92039992,0.10763209
0.92559992,0.10763209
0.93079992,-0.09784736
0.93599992,-0.10763209
0.94119992,-0.06849315
0.94639992,-0.01956947
0.95159992,-0.05870841
0.95679992,-0.09784736
0.96199992,-0.12720156
0.96719991,0.04892368
0.97239991,-0.04892368
