时间,通道 A
(us),(mV)

100.03759119,0.01956947
100.04279119,-0.09784736
100.04799119,0.01956947
100.05319119,-0.06849315
100.05839119,-0.08806262
100.06359119,-0.01956947
100.06879119,-0.03913894
100.07399119,-0.14677103
100.07919119,-0.04892368
100.08439119,0.00000000
100.08959119,-0.01956947
100.09479119,-0.06849315
100.09999118,0.03913894
100.10519118,-0.03913894
100.11039118,-0.12720156
100.11559118,-0.02935421
100.12079118,0.07827789
100.12599118,-0.16634050
100.13119118,-0.05870841
100.13639118,-0.09784736
100.14159118,-0.03913894
100.14679118,-0.10763209
100.15199118,-0.03913894
100.15719118,-0.00978474
100.16239118,-0.06849315
100.16759118,0.00978474
100.17279118,-0.09784736
100.17799118,-0.08806262
100.18319118,0.02935421
100.18839118,0.01956947
100.19359118,0.01956947
100.19879118,0.03913894
100.20399118,-0.04892368
100.20919118,0.01956947
100.21439117,-0.00978474
100.21959117,-0.01956947
100.22479117,-0.07827789
100.22999117,-0.02935421
100.23519117,-0.03913894
100.24039117,-0.02935421
100.24559117,-0.11741682
100.25079117,-0.00978474
100.25599117,-0.01956947
100.26119117,-0.02935421
100.26639117,0.00978474
100.27159117,-0.06849315
100.27679117,-0.06849315
100.28199117,-0.04892368
100.28719117,-0.07827789
100.29239117,-0.00978474
100.29759117,-0.06849315
100.30279117,-0.03913894
100.30799117,0.00978474
100.31319117,-0.06849315
100.31839117,-0.02935421
100.32359117,0.00000000
100.32879116,-0.03913894
100.33399116,0.05870841
100.33919116,0.02935421
100.34439116,-0.13698630
100.34959116,-0.02935421
100.35479116,-0.04892368
100.35999116,-0.07827789
100.36519116,-0.03913894
100.37039116,0.05870841
100.37559116,-0.05870841
100.38079116,-0.07827789
100.38599116,-0.00978474
100.39119116,0.01956947
100.39639116,-0.05870841
100.40159116,-0.01956947
100.40679116,-0.01956947
100.41199116,-0.00978474
100.41719116,-0.05870841
100.42239116,-0.05870841
100.42759116,0.00000000
100.43279116,-0.11741682
100.43799116,-0.04892368
100.44319115,-0.02935421
100.44839115,-0.09784736
100.45359115,0.02935421
100.45879115,0.03913894
100.46399115,-0.11741682
100.46919115,0.03913894
100.47439115,-0.01956947
100.47959115,-0.05870841
100.48479115,-0.00978474
100.48999115,0.00978474
100.49519115,-0.09784736
100.50039115,-0.05870841
100.50559115,-0.03913894
100.51079115,0.04892368
100.51599115,-0.12720156
100.52119115,0.03913894
100.52639115,-0.12720156
100.53159115,-0.03913894
100.53679115,-0.00978474
100.54199115,-0.04892368
100.54719115,-0.07827789
100.55239115,-0.05870841
100.55759114,-0.13698630
100.56279114,0.04892368
100.56799114,-0.09784736
100.57319114,-0.09784736
100.57839114,0.05870841
100.58359114,-0.10763209
100.58879114,0.00978474
100.59399114,-0.05870841
100.59919114,0.00978474
100.60439114,-0.05870841
100.60959114,-0.07827789
100.61479114,-0.03913894
100.61999114,-0.04892368
100.62519114,-0.02935421
100.63039114,-0.18590997
100.63559114,-0.06849315
100.64079114,-0.03913894
100.64599114,0.01956947
100.65119114,-0.02935421
100.65639114,-0.03913894
100.66159114,0.01956947
100.66679113,0.00978474
100.67199113,-0.06849315
100.67719113,-0.14677103
100.68239113,-0.11741682
100.68759113,-0.00978474
100.69279113,-0.12720156
100.69799113,-0.05870841
100.70319113,-0.00978474
100.70839113,-0.05870841
100.71359113,-0.05870841
100.71879113,0.11741682
100.72399113,-0.00978474
100.72919113,0.01956947
100.73439113,-0.08806262
100.73959113,-0.02935421
100.74479113,-0.00978474
100.74999113,-0.05870841
100.75519113,0.00978474
100.76039113,0.01956947
100.76559113,-0.00978474
100.77079113,-0.00978474
100.77599113,0.00000000
100.78119112,-0.05870841
100.78639112,-0.08806262
100.79159112,-0.08806262
100.79679112,0.01956947
100.80199112,0.00978474
100.80719112,0.00000000
100.81239112,-0.17612524
100.81759112,0.08806262
100.82279112,0.00978474
100.82799112,-0.00978474
100.83319112,-0.14677103
100.83839112,-0.10763209
100.84359112,-0.05870841
100.84879112,0.01956947
100.85399112,-0.04892368
100.85919112,-0.03913894
100.86439112,-0.06849315
100.86959112,-0.03913894
100.87479112,-0.13698630
100.87999112,-0.10763209
100.88519112,0.00000000
100.89039112,-0.06849315
100.89559111,-0.04892368
100.90079111,-0.01956947
100.90599111,-0.02935421
100.91119111,-0.00978474
100.91639111,-0.11741682
100.92159111,-0.05870841
100.92679111,-0.01956947
100.93199111,-0.03913894
100.93719111,-0.00978474
100.94239111,-0.09784736
100.94759111,-0.06849315
100.95279111,-0.09784736
100.95799111,-0.13698630
100.96319111,-0.07827789
100.96839111,-0.04892368
100.97359111,-0.06849315
100.97879111,-0.07827789
100.98399111,-0.04892368
100.98919111,-0.00978474
100.99439111,-0.00978474
100.99959111,0.00978474
101.00479111,-0.08806262
101.00999110,-0.10763209
101.01519110,-0.09784736
101.02039110,-0.00978474
101.02559110,-0.07827789
101.03079110,0.04892368
101.03599110,-0.02935421
101.04119110,-0.02935421
101.04639110,-0.02935421
101.05159110,0.00978474
101.05679110,-0.04892368
101.06199110,-0.02935421
101.06719110,-0.05870841
101.07239110,0.05870841
101.07759110,-0.03913894
101.08279110,-0.08806262
101.08799110,0.00978474
101.09319110,-0.07827789
101.09839110,-0.07827789
101.10359110,-0.05870841
101.10879110,-0.10763209
101.11399110,-0.06849315
101.11919110,0.01956947
101.12439109,-0.10763209
101.12959109,-0.02935421
101.13479109,0.04892368
101.13999109,0.02935421
101.14519109,-0.00978474
101.15039109,-0.00978474
101.15559109,-0.04892368
101.16079109,-0.05870841
101.16599109,-0.00978474
101.17119109,-0.10763209
101.17639109,-0.16634050
101.18159109,0.02935421
101.18679109,0.13698630
101.19199109,-0.05870841
101.19719109,-0.00978474
101.20239109,-0.07827789
101.20759109,0.00000000
101.21279109,-0.10763209
101.21799109,0.03913894
101.22319109,-0.07827789
101.22839109,0.02935421
101.23359109,-0.05870841
101.23879108,0.04892368
101.24399108,-0.10763209
101.24919108,-0.02935421
101.25439108,-0.06849315
101.25959108,0.00978474
101.26479108,0.04892368
101.26999108,-0.01956947
101.27519108,-0.17612524
101.28039108,-0.10763209
101.28559108,-0.11741682
101.29079108,-0.02935421
101.29599108,-0.12720156
101.30119108,-0.01956947
101.30639108,-0.06849315
101.31159108,-0.11741682
101.31679108,-0.04892368
101.32199108,-0.08806262
101.32719108,-0.07827789
101.33239108,-0.12720156
101.33759108,0.00000000
